,smiles
2388,CCc1c(C)[nH]c2c(C#N)cnn2c1=O
2389,CCOC(=O)C1CC1c1ccc(O)c(OC)c1
2390,c1ccc(CNc2ncnc3nc[nH]c23)cc1
2391,O=C([O-])C1C2CCC(O2)C1C(=O)[O-]
2392,CC12CCC(=O)CC1CCC1C2CCC2(CCOCc3cc(F)cc(F)c3)C(O)CCC12
2393,O=C([O-])C(=O)Cc1ccc(O)cc1
2394,C[NH+](C)CC1OC(n2cnc3c(N)ncnc32)C(O)C1O
2395,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)[O-]
2396,C/C(=C\c1csc(C)n1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1
2397,CCn1c(NC(C)C)nc2c(-c3cccnc3)csc2c1=O
2398,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)[O-])cc3)ccc21
2399,COCCCOc1ccc(C#CC2(O)C[NH+]3CCC2CC3)c(Cc2ccccc2)n1
2400,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21
2401,CC(C)C(C)/C=C/C(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C
2402,CC12CCC(c3ccc(O)cc3)CC1CCC2O
2403,CC(C)C1C2C(C(=O)N1Cc1ccc(Cl)cc1)C(c1ccc(C(N)=[NH2+])cc1)[NH+]1CCCC21
2404,NC(=[NH2+])c1cc2c(I)cccc2s1
2405,O=C([O-])C1CSC(c2nc3ccc(O)cc3s2)=N1
2406,COc1cc2c(cc1O)CCC1C2CCC2(C)C(O)CCC12
2407,NC(=[NH2+])c1cc2ccccc2s1
2408,COc1ccc(S(=O)(=O)n2cc(CCC(=O)[O-])c3cc(OC)ccc32)cc1
2409,COCCOCCOCCOCCO
2410,CCNC1CC(C)S(=O)(=O)c2sc(S([NH-])(=O)=O)cc21
2411,Nc1nc(=O)n(C2CSC(CO)O2)cc1F
2412,[NH-]S(=O)(=O)c1nc2ccccc2[nH]1
2413,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O
2414,COc1cc(OC)c2c(c1)c(C)cc(=O)n2C
2415,C[NH2+]CCN(C)c1cncc(CCc2cc(C)cc(N)[nH+]2)c1
2416,CCOc1ccc2nc(S([NH-])(=O)=O)sc2c1
2417,CC12CCC3c4ccc(O)cc4CCC3C1CCC2(O)/C=C/c1ccccc1C(F)(F)F
2418,C[NH+]1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6ccc(N)cc6)ccc45)nc23)CC1
2419,CC(=O)Nc1nc2ccccc2c(=O)[nH]1
2420,CCn1nc(C)c2ccccc2c1=O
2421,N=C(N)SCc1ccccc1Cl
2422,COC(=O)c1ccc(-c2cc(=O)c3ccccc3o2)cc1
2423,c1ccc2c(NCCCCCNc3c4c([nH+]c5ccccc35)CCCC4)c3c(nc2c1)CCCC3
2424,O=C(Nc1cccc(-c2nn[nH]n2)c1)c1cccc(F)c1
2425,Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1
2426,O=P([O-])([O-])OCC1(O)OCC(O)C(O)C1O
2427,O=P([O-])([O-])OCC1(O)OC(CO)C(O)C1O
2428,O=S(=O)(c1ccc2c(c1)C[NH2+]C(CF)C2)N1CCSCC1
2429,C#Cc1cn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]c1=O
2430,O=C1OCCN1c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1
2431,CC(=O)NC1C[NH2+]CC(O)C(O)C1O
2432,O=C1CNC(=O)N1Cc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1
2433,CC1(c2ccc(-c3nc4ccccc4c(=O)[nH]3)cc2)NC(=O)NC1=O
2434,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])C(F)(F)P(=O)([O-])OP(=O)([O-])[O-])O1
2435,O=c1[nH]c(-c2ccccc2)nc2ccccc12
2436,O=C(Nc1cc(Nc2ccc3c(c2)OCc2ccc(OCC[NH+]4CCOCC4)cc2C3=O)ccc1F)c1ccccc1
2437,Oc1ccc(Cc2nnc3ncc(-c4ccc(F)cc4)nn23)cc1
2438,NC(=[NH2+])c1ccc(Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)c(Oc3ccc(C(N)=[NH2+])cc3)n2)cc1
2439,CCC(CC)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(CO)cc1
2440,O=C(Cc1cn2ccccc2[nH+]1)Nc1ccccc1
2441,C[NH2+]Cc1ccc(Oc2cccnc2)o1
2442,OCc1ccccc1-c1cccs1
2443,O=C(NCCOP(=O)([O-])[O-])c1ccc(OC(F)(F)F)cc1
2444,O=C(CO)C(O)C(O)C(O)COP(=O)([O-])[O-]
2445,N#CCOC(=O)c1ccc(-c2cc(=O)c3ccccc3o2)cc1
2446,CCC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)c1cccc(O)c1)S(=O)(=O)c1ccc(-c2ccno2)s1
2447,O=C(NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)S(=O)(=O)c1ccc2ncsc2c1)c1cccc(O)c1
2448,NS(=O)(=O)c1ccc(NC(=O)COC(=O)c2c3c(nc4ccccc24)CCCCC3)cc1
2449,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc2c(c1)C[NH2+]C(CO)C2
2450,N=C(N)SCc1ccc(Cl)cc1
2451,c1cc(CNc2ccc3c(c2)OCCO3)cc[nH+]1
2452,O=C([O-])Cc1cc(=O)oc2c([O-])c(O)ccc12
2453,CC(=O)N([O-])CCCP(=O)([O-])[O-]
2454,O=P([O-])([O-])OCCNS(=O)(=O)c1ccc(OC(F)(F)F)cc1
2455,Nc1cc(F)ccc1C(=O)[O-]
2456,O=C([O-])C1(O)C=CC(O)C(O)C1
2457,O=C([O-])C1(O)C=C(F)C(O)C(O)C1
2458,[NH-]S(=O)(=O)c1ccccc1Cl
2459,[NH-]S(=O)(=O)c1ccccc1
2460,Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1O
2461,O=C([O-])CCC(NC(=O)NC(CSCc1ccc(F)cc1)C(=O)[O-])C(=O)[O-]
2462,NC(=[NH2+])c1ccc(C(F)(F)F)cc1
2463,O=P([O-])([O-])OCC1OC(O)(COP(=O)([O-])[O-])C(O)C1O
2464,[NH-]S(=O)(=O)c1ccccc1F
2465,[NH-]S(=O)(=O)c1cccc(F)c1
2466,O=C([O-])c1ccc(-c2cc(Cl)ccc2Cl)o1
2467,O=C([O-])c1ccc(-c2ccccc2C(F)(F)F)o1
2468,O=C([O-])c1ccc(-c2ccccc2Cl)o1
2469,O=C([O-])c1cccc(/C=N/OCCO/N=C/c2cc(=O)[nH]c(=O)[nH]2)c1
2470,CCc1cc(F)c2ccccc2c1CNC(=O)c1c(OC)cc(O)c2c1OC1=CC(O)=C(C(C)=O)C(=O)C12C
2471,O=C1Cc2cc(C3CCCCC3)ccc2N1
2472,Cc1cn(C2CC(F)C(COP(=O)([O-])[O-])O2)c(=O)[nH]c1=O
2473,O=P([O-])([O-])OCC1OC(CO)(OP(=O)([O-])[O-])C(O)C1O
2474,C#Cc1cn(C2OC(CO)C(O)C2F)c(=O)[nH]c1=O
2475,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\OCCC(O)CO
2476,COc1cc(/C=C/C(=O)[O-])ccc1O
2477,[NH-]S(=O)(=O)C(F)(F)c1nnc(N)s1
2478,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1)CN2
2479,COc1ccc2[nH]c(C(=O)NS(=O)(=O)c3ccc(C)cn3)cc2c1
2480,CCOC(=O)c1cccc(N)c1
2481,CC(C)Cc1cc(-n2c3c(c4c2CC(C)(C)CC4=O)CC[NH+](C)C3)cc2c1C(=O)NCC2
2482,Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)([O-])C(F)P(=O)([O-])OP(=O)([O-])[O-])O1
2483,Nc1nc2c(ncn2C2CC(O)C(COP(=O)([O-])OP(=O)([O-])C(F)P(=O)([O-])[O-])O2)c(=O)[nH]1
2484,OCC1[NH2+]C(CO)C(O)C(O)C1O
2485,CC(O)CNc1nc(Oc2ccc(F)cc2F)nc2[nH]nc(-c3ccccc3Cl)c12
2486,NC(=O)C1CC2(NC(=O)NC2=O)c2cc(F)ccc2O1
2487,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccc(F)cc3)sc2C(=O)[O-])cc1
2488,CC(C)=CCC/C(C)=C/CC/C(C)=C/CONC(=O)CP(=O)([O-])[O-]
2489,O=P([O-])([O-])OCCCc1c[nH]c2ccc(F)cc12
2490,COc1ccc(-c2c(-c3cc(Cl)c(O)cc3O)noc2NC(C)=O)cc1
2491,CC(C)c1cc(-c2cc(N)on2)c(O)cc1O
2492,COc1ccc(CC(=O)c2cc(Cl)c(O)cc2O)cc1
2493,CC(C)c1cc(-c2noc(NC(=O)C3CC3)c2-c2ccc(C[NH+]3CCOCC3)cc2)c(O)cc1O
2494,S=C(NC1CCCCC1)N1CCC(c2cnc[nH]2)CC1
2495,CCCSCCCOC1OC(CO)C(O)C(O)C1O
2496,Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnc(NC3CCOCC3)nc2n(C)c1=O
2497,CS(=O)(=O)c1ccc(Cl)c(-c2n[nH]c3nc(Oc4ccc(F)cc4F)ncc23)c1
2498,[NH3+]CCC[NH2+]CCCCCC(O)(O)C(F)(F)F
2499,O=C([O-])CC(O)(CC(=O)O)C(=O)O
2500,O=c1cc(-c2ccccc2)oc2ccccc12
2501,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1
2502,CC(C)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
2503,O=C([O-])CC(O)(CF)CCOP(=O)([O-])OP(=O)([O-])[O-]
2504,O=C(c1ccccc1)N([O-])CCC(c1ccc(Cl)c(Cl)c1)P(=O)([O-])[O-]
2505,Nc1ncnc2c(C3OC(CO)C(O)C3O)n[nH]c12
2506,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)COP(=O)([O-])[O-])c2cc1C
2507,OCC1OC(OC2C(CO)OC(F)C(F)(F)C2O)C(O)C(O)C1O
2508,C=C1/C(=C\C=C2/CCCC3(C)C2CCC3C(C)c2ccc(C(C)(C)O)o2)CC(O)CC1O
2509,O=[N+]([O-])c1ccc(O)cc1F
2510,CC(NC(=O)c1nc(Cl)c2ccccc2c1[O-])C(=O)[O-]
2511,Nc1c(F)c(=O)[nH]c(=O)n1C1OC(COP(=O)([O-])[O-])C(O)C1O
2512,O=c1nc2n(CC(O)C(O)C(O)CO)c3cc(O)ccc3cc-2c(=O)[nH]1
2513,N#CCC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1
2514,Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1
2515,O=CN([O-])CCCP(=O)([O-])[O-]
2516,Cc1ncc(COP(=O)([O-])[O-])c(/C=C/C(=N)C(=O)[O-])c1O
2517,O=C([O-])c1[nH]c(=O)[nH]c(=O)c1F
2518,CC(=O)OC1CC2(C)C3(CO)CCC(C)=CC3OC1C21CO1
2519,CC(O)C1C(=O)N2C(C(=O)[O-])=C(C3CCCO3)SC12
2520,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
2521,CC(C)=CCC/C(C)=C/CC/C(C)=C\COC(COP(=O)([O-])[O-])C(=O)[O-]
2522,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSP(=O)([O-])OP(=O)([O-])[O-]
2523,COc1cc2nccc(Oc3ccc(NC(=O)c4cccn(Cc5ccccc5)c4=O)nc3)c2cc1OC
2524,NC(=O)c1cn(C(CO)CCn2ccc3ccc(NC(=O)CCCCc4ccccc4)cc32)c[nH+]1
2525,COC(=O)C(Cc1ccc(C#Cc2ccccc2)cc1)NC(=O)CC1CCCN(C(N)=[NH2+])C1
2526,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO
2527,O=C([O-])CSCC1(O)OCC(O)C(O)C1O
2528,Cc1c(/C=C(/CO)CF)n(C)c(=O)[nH]c1=O
2529,NC(=[NH2+])c1ccc(C2C3C(=O)N(Cc4ccc(F)cc4)C(=O)C3C3CCC[NH+]32)cc1
2530,O=Cc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1
2531,[NH3+]C(Cc1c[nH]c2cc(F)ccc12)C(=O)[O-]
2532,Cc1c(CCOP(=O)([O-])[O-])sc[n+]1Cc1cnc(C(F)(F)F)nc1N
2533,Cc1cc(-c2c(Cl)cccc2OCCCC(F)(F)F)nc(N)n1
2534,CC(F)(F)CNC(=O)N1Cc2nc(N)nc(-c3c(Cl)cc(Cl)cc3OCCn3cccn3)c2C1
2535,O=C([O-])c1ccc2c(c1)nc(Nc1cccc(C(F)(F)F)c1)c1nc(NC3CC3)ncc12
2536,CC(=O)OC1CC2(C)C(CC(O)C3C4(C)CCC(O)C(C)C4CCC32C)/C1=C(\CCC=C(C)C)C(=O)[O-]
2537,O=C(CO)C(O)C(O)C(O)CO
2538,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl
2539,OCC1OC(OCC#Cc2ccc[nH+]c2)C(O)C(O)C1O
2540,[NH3+]C(Cn1cc(F)c(=O)[nH]c1=O)C(=O)[O-]
2541,CC(CNS(=O)(=O)C(C)C)c1ccc(-c2ccc(C(C)CNS(=O)(=O)C(C)C)cc2)cc1
2542,CCCCN(C(=O)Nc1ccc(Cl)cc1)C1(C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)CC1
2543,CCCCCCC(C)NC=O
2544,O=C(Nc1cc(Cl)ccc1O)C1CC[NH2+]CC1
2545,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OCC([NH3+])Cc2ccccc2)C(O)C1O
2546,CCC(C)C(NC(=O)C(CC(=O)NC)Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)NC(CC(N)=O)C(N)=O
2547,COc1ccc(CNC(=O)c2cc3c(cc2C[NH+](C)Cc2cccc(OC)c2C(=O)[O-])OCO3)cc1
2548,CNC(=O)CC(Cc1ccc(OP(=O)([O-])[O-])cc1)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(N)=O
2549,O=Cc1c[nH]c(=O)[nH]c1=O
2550,CP(=O)([O-])NC(CCC(=O)[O-])C(=O)[O-]
2551,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(C(N)=O)cc1
2552,O=S(=O)(c1ccccc1)N(Cc1ccccc1)C1C[NH2+]CC1N(Cc1ccccc1)S(=O)(=O)c1ccccc1
2553,COc1ccc(CNC(=O)c2ccccc2C[NH+](C)Cc2ccc3c(c2C(=O)[O-])OCC(CCC(=O)[O-])O3)cc1
2554,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cn1
2555,O=C([O-])c1c[nH]c(-c2ccccc2)n1
2556,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2n[nH]c(-c3ccc(Cl)s3)n2)C1=O
2557,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NC3CC3)ncc2c1
2558,O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O
2559,Nc1nc2c(ncn2C2CC(O)C(COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])O2)c(=O)[nH]1
2560,CC(C)(P(=O)([O-])[O-])P(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1O
2561,Nc1nc2c(ncn2C2OC(COP(=O)([O-])CP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
2562,CCC(CC)OC1C=C(C(=O)[O-])CC([NH3+])C1NC(C)=O
2563,Nc1nc2c(ncn2C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C2O)c(=O)[nH]1
2564,Nc1ccc(S(=O)(=O)N(Cc2ccccc2)C2C[NH2+]CC2N(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)cc1
2565,O=CC(O)COP(=O)([O-])[O-]
2566,Nc1nc2c3ccc(NCCO)cc3nc(Cc3ccc4c(c3)OCO4)n2n1
2567,COc1ccc2c3c1OC1CC(O)C=CC31CC[NH+](CCCN1CCCCC1)C2
2568,Cn1cnc(S(=O)(=O)N(Cc2ccc(-c3cccc(S(C)(=O)=O)c3)cc2)Cc2c(F)cccc2Cl)c1
2569,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)NC(=O)C[NH3+])C(O)C1O
2570,Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1
2571,COc1ccc(Nc2ncnc(-c3cccnc3Nc3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)n2)cc1
2572,O=P([O-])([O-])OCC1OC(O)C(O)C(O)C1O
2573,O=CC(O)C(O)C(O)C(O)COP(=O)([O-])[O-]
2574,COc1ccc2c3c1OC1CC(O)C=CC31CC[NH+](CCCCCCN1C(=O)c3ccccc3S1(=O)=O)C2
2575,CC(C)(O)CCCC(CC#CC(O)(C(F)(F)F)C(F)(F)F)C1CCC2/C(=C/C=C3CC(O)CC(O)C3)CCCC21C
2576,COc1ccc(Nc2nc(Nc3c(C)cc(/C=C/C#N)cc3C)nc3[nH]cnc23)cc1
2577,CCc1ccc(C2CC(C(F)(F)F)n3ncc(C(=O)[O-])c3N2)cc1
2578,O=C([O-])C1OC(Oc2cc(O)c3c(=O)c(-c4ccc(O)cc4)coc3c2)C(O)C(O)C1O
2579,O=P([O-])([O-])CCC1OC(O)C(O)C(O)C1O
2580,[NH3+]C(C(=O)[O-])C1CCC1C(=O)[O-]
2581,O=C1NN=C(C[NH+]2CCOCC2)c2c[nH]c3cccc1c23
2582,C[NH+]1CCN(c2ccc3[nH]c(=O)c4ccccc4c3n2)CC1
2583,C[NH+](C)Cc1nc2cccc3c2n1CCNC3=O
2584,O=C1NCCn2c(CCc3ccc(C[NH+]4CCCC4)cc3)nc3cccc1c32
2585,O=C(C[NH+]1CCC([NH+]2CCCC2)CC1)Nc1ccc2[nH]c(=O)c3ccccc3c2n1
2586,O=C1NCC2c3cc(S(=O)(=O)[O-])ccc3Oc3cccc1c32
2587,Cc1cccc2c(=O)[nH]c3c(c12)COC(C(C)C)C3
2588,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
2589,C=C1CC23CC1CCC2C12CCC(O)C(C)(C(=O)O1)C2C3C(=O)[O-]
2590,Nc1cccc(C(=O)[O-])c1
2591,O=C([O-])C(O)C(O)C(O)C(O)C(=O)[O-]
2592,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OC(=O)C[NH3+])C(O)C1O
2593,[NH3+]CC(=O)NC1OC(COP(=O)([O-])[O-])C(O)C1O
2594,Nc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1
2595,OCC([NH2+]CC1[NH2+]CC(O)C1O)c1ccccc1
2596,CN1C(=O)C(O)C(O)C1C[NH2+]C(CO)c1ccccc1
2597,CC(=O)NC1C[NH+]2CCC(O)C2C(O)C1O
2598,OCC1=NC2C(O1)OC(CO)C(O)C2O
2599,Nc1nc2c(ncn2C2OC(COP(=O)([O-])OP(=O)([O-])CP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
2600,COC1C(C(=O)[O-])OC(O)C(O)C1O
2601,O=C([O-])c1cc(O)c(O)c(O)c1
2602,CC(=O)NC1C(=O)OC(CO)C(O)C1O
2603,COC1=C2CC(C)CC(OC)C(O)C(C)/C=C(\C)C(OC(N)=O)C(OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O
2604,[NH3+]C(CCC(=O)NC(CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
2605,Nc1nc2c(ncn2C2OC(COP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
2606,CC1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3cnc4c(=O)[nH+]c(N)[nH]c43)C(O)C2O)C(O)C(O)C1O
2607,O=c1ccn(C2OC(COP(=O)([O-])OP(=O)([O-])OC3OC(CO)C(O)C(O)C3O)C(O)C2O)c(=O)[nH]1
2608,CC(=O)NC1c2[nH+]c(C(=O)Nc3ccccc3)cn2C(CO)C(O)C1O
2609,Nc1ncnc2c1ncn2C1OC(C[S+](CCC([NH3+])C(=O)[O-])CC(=O)[O-])C(O)C1O
2610,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12
2611,Nc1ccn(C2OC(CO)C(O)C2(F)F)c(=O)n1
2612,C[NH2+]C1C(O)C(OC2C([NH3+])CC([NH3+])C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O
2613,CC1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)C(O)C1O
2614,Nc1nc2c(ncn2C2CC(O)C(COP(=O)([O-])OP(=O)([O-])C(F)(Cl)P(=O)([O-])[O-])O2)c(=O)[nH]1
2615,Nc1nc2c(ncn2C2CC(O)C(COP(=O)([O-])OP(=O)([O-])C(F)(F)P(=O)([O-])[O-])O2)c(=O)[nH]1
2616,CC(F)(P(=O)([O-])[O-])P(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1O
2617,Fc1ccc(-c2[nH]ncc2-c2ccncc2)cc1
2618,N=C(N)NOCCC([NH3+])C(=O)[O-]
2619,[NH3+]CC(=O)NCC(=O)NCC(=O)[O-]
2620,O=C([O-])C1CCCN1C(=O)CCCCC(=O)N1CCCC1C(=O)[O-]
2621,Cc1sc2nc(N)[nH]c(=O)c2c1Sc1ccc(C(=O)NC(CCC(=O)[O-])C(=O)[O-])cc1
2622,COC(=O)Cc1cn2c([nH+]1)C(O)C(O)C(O)C2CO
2623,O=C([O-])Cc1cn2c([nH+]1)C(O)C(O)C(O)C2CO
2624,OCC1C[NH2+]CC(O)C1O
2625,COC(=O)Nc1nc2ccc(Oc3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)cc2[nH]1
2626,OCC1C(O)C(O)C(O)c2[nH+]ccn21
2627,CCCc1ccc(NC(=O)c2ccccc2NCc2ccc(=O)[nH]c2)cc1C(F)(F)F
2628,NC1CC1c1ccccc1
2629,Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12
2630,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1
2631,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1-c1ccc(C(=O)NCC2CC2)cc1
2632,C[NH+]1CCC(N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1
2633,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](CCCCCCCCN1C(=O)c3ccccc3C1=O)=C2
2634,OCC1OC(F)C(O)C(O)C1O
2635,NC(=O)CCC([NH3+])C(=O)[O-]
2636,[NH3+]C1C(O)OC(COP(=O)([O-])[O-])C(O)C1O
2637,O=C([O-])C(=O)CC(O)C(O)C(=O)[O-]
2638,O=C1NC(=O)C2(N1)OC(CO)C(O)C(O)C2O
2639,CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)N[O-])CC(C)C
2640,COc1cccc(-c2cccc(C(NC(N)=[NH2+])c3ccncc3)c2)c1
2641,CC(=O)NC1C(OP(=O)([O-])[O-])OC(CO)C(O)C1O
2642,CC(C)(C)c1ccc(C2NC(=O)c3cccnc3N2)cc1
2643,Nc1nc2c(ncn2C2CC(O)C(CO)O2)c(=O)[nH]1
2644,Nc1nc2c([nH+]cn2C2OC(COP(=O)([O-])OP(N)(=O)[O-])C(O)C2O)c(=O)[nH]1
2645,Nc1nc2c(ncn2C2OC(COP(=O)([O-])OP(=O)([O-])NP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
2646,O=C(O)Cc1c(C(=O)[O-])[nH]c2c(Cl)ccc(Cl)c12
2647,c1ccn(-c2oc(C3CC3)nc2-c2nnn[n-]2)c1
2648,Nc1ncnc2c1ncn2C1OC(COP(=O)([O-])OCC([NH3+])CCC(=O)[O-])C(O)C1O
2649,COC1C([NH3+])C(O)C(O)C1O
2650,OCC1N/C(=N\O)C(O)C(O)C1O
2651,O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)(CO)C2O)cc1F
2652,[NH3+]C1C(OP(=O)([O-])[O-])OC(CO)C(O)C1O
2653,Nc1nc2c(ncn2C2OC(COP(=O)([O-])CP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
2654,CC1OC(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3cnc4c(=O)[nH]c(N)nc43)C(O)C2O)C(O)CC1[NH3+]
2655,O=C([O-])C[NH2+]CP(=O)([O-])[O-]
2656,O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1F
2657,O=c1[nH]c(=O)n(C2OC(CO)C(O)C(O)C2O)cc1Cl
2658,CC(C)C[NH+]1C(C)Cc2cc(O)ccc2C1c1ccc(/C=C/C(=O)[O-])cc1
2659,Nc1nc2c(ncn2C2CC(O)C(COP(=O)([O-])OP(=O)([O-])C(Cl)P(=O)([O-])[O-])O2)c(=O)[nH]1
2660,O=C([O-])c1c(O)cccc1O
2661,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CC2CCOC2C1)S(=O)(=O)c1ccc(CO)cc1
2662,O=P([O-])([O-])C(F)C1OC(CO)C(O)C(O)C1O
2663,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2cc3ccc(Cl)cc3s2)C1=O
2664,[NH3+]C(CCC(=O)NC(CSO)C(=O)NCC(=O)[O-])C(=O)[O-]
2665,[NH3+]C(CCC(=O)NC(CS)C(=O)NCC(=O)[O-])C(=O)[O-]
2666,CC(C)N(CCNS(C)(=O)=O)C(=O)C(C)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
2667,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O
2668,Nc1nc2c(ncn2C2OC(COP(=O)([O-])OP(=O)([O-])OP([O-])([O-])=S)C(O)C2O)c(=O)[nH]1
2669,CC(C)=CCC/C(C)=C/CSP(=O)([O-])OP(=O)([O-])[O-]
2670,Nc1ncnc2c1ncn2C1OC(COS(=O)(=O)NC(=O)C([NH3+])CCC(=O)[O-])C(O)C1O
2671,CC(C(=O)N1CCOCC1)N1CCC(NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)C1=O
2672,CC(C)C(=O)NC1c2[nH+]c(CCc3ccccc3)cn2C(CO)C(O)C1O
2673,[NH3+]C(CCC(=O)NC(CSCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)[O-])C(=O)[O-]
2674,c1ccc(-c2nsc(N3CC[NH2+]CC3)n2)cc1
2675,Nc1nc2c(ncn2C2OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1
2676,O=C([O-])c1cc(O)ccc1O
2677,[NH3+]C(CCC(=O)NC(CS(=O)(=O)[O-])C(=O)NCC(=O)[O-])C(=O)[O-]
